"POI ID","대명칭","중명칭","소명칭","중앙좌표X1","중앙좌표Y1","WSG84X좌표","WSG84Y좌표","등록일자","수정일자"
"99997","동대문운동장공중화장실","공중","유","201069.6757","451967.9152","127.01210778871535","37.56724821588269","20101111","20101111"
"99998","동양생명","개방","","198810.0652","451741.5735","126.98653135118927","37.56520873883503","20101111","20101111"
"99999","가양지구대","공공청사","무","186762.4315","451092.4192","126.85017839065803","37.55926559152876","20101111","20101111"
"A00181","곰돌이공중화장실","공중","유","187405.58538800000","451429.80278800000","126.85745173603253","37.562314409934814","20100712","20100712"
"A00182","가리봉1동주민센터","공공청사","유","190263.5082","442384.8093","126.88991850196187","37.4808535380092","20101111","20101111"
"A00183","진달래공중화장실","공중","유","187718.45838000000","451436.52486800000","126.86099282660308","37.56237919791187","20100712","20100712"
"A00184","구로1동주민센터","공공청사","유","189016.802","443743.4266","126.87580291427216","37.493080788250516","20101111","20101111"
"A00185","비둘기공중화장실","공중","유","187892.87329200000","451117.27168400000","126.86297218400348","37.55950505292425","20100712","20100712"
"A00186","고척1동주민센터","공공청사","유","187865.0724","444564.3847","126.86276574971174","37.50046324461865","20101111","20101111"
"A00010","강서경찰서","공공청사","유","186742.8606","450224.3549","126.84997257014214","37.55144409810995","20101111","20101111"
"A00011","삼들공중화장실","공중","무","204704.35359600000","463145.40302300000","127.0533210062667","37.667944623526","20100712","20100712"
"A00136","조원제1공영주차장","공공청사","무","191567.7023","442630.9217","126.90466097951594","37.48308384734065","20101111","20101111"
"A00137","공항동체육공원화장실","공중","무","183401.10480800000","450706.52048400000","126.8121440947624","37.555734269735815","20100712","20100712"
"A00173","나들이공중화장실","공중","유","186243.35530700000","452488.47805300000","126.84427737112698","37.57183637978704","20100712","20100712"
"A00174","수궁동주민센터","공공청사","유","185096.6057","443845.9927","126.8314717379218","37.493949993598235","20101111","20101111"
"A00175","꽃동네공중화장실","공중","유","186491.06311500000","452307.12634100000","126.8470847083525","37.570206080667205","20100712","20100712"
"A00047","온수근린공원화장실","공중","무","205662.62476500000","462367.15031900000","127.06417638814844","37.66092730915661","20100712","20100712"
"A00048","실로암안과병원","개방","무","187799.8796","449639.1922","126.86194425689709","37.546186398261646","20101111","20101111"
"A00049","상계1동수락산공중화장실","공중","무","206195.92329300000","465327.26065700000","127.07024556936325","37.68759383203185","20100712","20100712"
"A00165","황금내공중화장실","공중","유","188022.62513200000","451364.15690000000","126.86443667443332","37.561731169920996","20100712","20100712"
"A00166","구의3동사무소","공공청사","유","208634.0887","448842.0686","127.0976934608308","37.539044611751656","20101111","20101111"
"A00167","방화공중화장실","공중","유","183402.60045600000","453585.41843800000","126.81209587214782","37.581672901239976","20100712","20100712"
"A00168","동부지방법원","공공청사","유","207730.7821","448598.4857","127.08747012564345","37.53685794472055","20101111","20101111"
"A00134","원신공영주차장","공공청사","무","193755.2739","441194.6409","126.92940671580033","37.47016019714292","20101111","20101111"
"A00172","구로본동주민센터","공공청사","무","189645.3117","444434.7396","126.88290031024228","37.49931680941938","20101111","20101111"
"A00102","미성동주민센터","공공청사","무","192531.2799","441868.2042","126.91556330493395","37.476219988519865","20101111","20101111"
"A00103","봉원공중화장실","공중","유","195245.70718700000","452354.80058100000","126.94618308659398","37.570722390436124","20100712","20100712"
"A00138","광진구청","공공청사","유","207310.3097","448724.382","127.0827139378409","37.53799569766952","20101111","20101111"
"A00139","무궁화공중화장실","공중","유","186849.86497100000","449530.88557100000","126.85119592687187","37.54519750175295","20100712","20100712"
"A00140","자양2동주민센터","공공청사","유","207457.4457","447707.4432","127.08436841324324","37.528831900913815","20101111","20101111"
"A00141","꿈돌이공중화장실","공중","유","186418.49418700000","449569.87885100000","126.84631392331777","37.54554257752881","20100712","20100712"
"A00142","자양4동주민센터","공공청사","무","205848.7314","448297.0661","127.06617323171619","37.53415600657197","20101111","20101111"
"A00143","이수공중화장실","공중","유","188898.89668500000","449870.77654700000","126.87437713014835","37.54828685071978","20100712","20100712"
"A00162","구의1동사무소","공공청사","유","207572.4796","449230.0203","127.0856855210806","37.54254937850621","20101111","20101111"
"A00163","구암공중화장실","공중","유","186984.62644300000","452038.11539700000","126.85267638731237","37.567789416385516","20100712","20100712"
"A00070","좌월공중화장실","공중","유","192347.01864000000","457529.12826600000","126.91331692559783","37.61732308468246","20100712","20100712"
"A00072","방화2종합사회복지관","공공청사","유","184064.4861","452833.114","126.81960559632515","37.574906406193676","20101111","20101111"
"A00073","구산공중화장실","공중","유","191765.75816000000","456588.95821700000","126.90674374497763","37.608847248982606","20100712","20100712"
"A00025","방화119안전센터","공공청사","무","183596.2544","453379.1108","126.81429289279943","37.57981756160199","20101111","20101111"
"A00187","장미공중화장실","공중","유","183552.06861600000","450813.78538000000","126.81385019628657","37.55670342460648","20100712","20100712"
"A00188","구로4동주민센터","공공청사","유","189970.6637","442920.4952","126.8866002917296","37.48567697390502","20101111","20101111"
"A00189","쌈지공중화장실","공중","유","183654.62445600000","452421.24035700000","126.81497505271355","37.57118828369853","20100712","20100712"
"A00190","고척2동주민센터","공공청사","유","187503.9109","445256.2814","126.85866962433946","37.50669243803892","20101111","20101111"
"A00110","성현동주민센터","공공청사","유","195411.7474","443351.2241","126.94811882096081","37.48960090535241","20101111","20101111"
"A00111","홍제2공중화장실","공중","무","196012.64482000000","454811.27376700000","126.95485118311466","37.592858688414225","20100712","20100712"
"A00112","서원동주민센터","공공청사","유","193927.9087","442264.0517","126.93134944562246","37.47979683769445","20101111","20101111"
"A00113","남가좌1공중화장실","공중","무","192779.34596900000","452595.70803700000","126.9182623992328","37.572876924765545","20100712","20100712"
"A00114","은천동주민센터","공공청사","무","194768.3573","442940.9018","126.94084667427134","37.48590045186032","20101111","20101111"
"A00115","남가좌2공중화장실","공중","유","192627.08126400000","452352.85350900000","126.91654121043021","37.5706876135985","20100712","20100712"
"A00026","달빛공중화장실","공중","무","205282.21689200000","462627.42503900000","127.05986698610087","37.66327460127566","20100712","20100712"
